TimeUTC,RelativeTimeMins,SatelliteID,VisibleCountries,CachedMovies
2025-09-01 00:01:00,1.01,49148,BR,
2025-09-01 00:01:00,1.01,49151,US|CA,
2025-09-01 00:01:00,1.01,49153,CO|EC|PE,
2025-09-01 00:01:00,1.01,49155,PE|BO|CL|AR,
2025-09-01 00:01:00,1.01,49157,RU,
2025-09-01 00:01:00,1.01,49165,AU,
2025-09-01 00:01:00,1.01,49166,AU,
2025-09-01 00:01:00,1.01,49167,MP,
2025-09-01 00:01:00,1.01,49169,GY|SR|GF|BR,
2025-09-01 00:01:00,1.01,49174,RU,
2025-09-01 00:01:00,1.01,49175,PR|VI|VG|BL|AI|SX|MF|NL|AG|KN|MS|GP|DM|LC|MQ|VC|BB|GD,
2025-09-01 00:01:00,1.01,49176,MX|US|CU|KY,
2025-09-01 00:01:00,1.01,49177,KP|KR|CN,
2025-09-01 00:01:00,1.01,49179,CA,
2025-09-01 00:01:00,1.01,49180,BR,
2025-09-01 00:01:00,1.01,49181,ID|PG,
2025-09-01 00:01:00,1.01,49418,TH|MY|ID,
2025-09-01 00:01:00,1.01,49419,RU|JP,
2025-09-01 00:01:00,1.01,49420,CN|HK|MO|VN,
2025-09-01 00:01:00,1.01,49421,BO|PE|CL|AR,
2025-09-01 00:01:00,1.01,49423,JP|KP|KR|CN,
2025-09-01 00:01:00,1.01,49425,MX|GT,
2025-09-01 00:01:00,1.01,49426,US,
2025-09-01 00:01:00,1.01,49427,EC|PE,
